filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/CoreVault.sol,CoreVault.sol,securify,solidity,2022/11/17,20230506_1218,1683375500,1.872088194,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/FeeApprover.sol,FeeApprover.sol,securify,solidity,2022/11/17,20230506_1218,1683375529,2.809356213,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/CORE.sol,CORE.sol,securify,solidity,2022/11/17,20230506_1219,1683375569,1.21686101,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/ICoreVault.sol,ICoreVault.sol,securify,solidity,2022/11/17,20230506_1219,1683375558,1.671841383,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/IFeeApprover.sol,IFeeApprover.sol,securify,solidity,2022/11/17,20230506_1219,1683375599,2.397564411,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/@openzeppelin/contracts/GSN/Context.sol,Context.sol,securify,solidity,2022/11/17,20230506_1220,1683375659,1.917294025,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/@openzeppelin/contracts/token/ERC20/IERC20.sol,IERC20.sol,securify,solidity,2022/11/17,20230506_1220,1683375620,2.331464052,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/INBUNIERC20.sol,INBUNIERC20.sol,securify,solidity,2022/11/17,20230506_1220,1683375610,2.221514463,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/@openzeppelin/contracts/token/ERC20/SafeERC20.sol,SafeERC20.sol,securify,solidity,2022/11/17,20230506_1220,1683375631,2.829389572,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/@openzeppelin/contracts/utils/EnumerableSet.sol,EnumerableSet.sol,securify,solidity,2022/11/17,20230506_1223,1683375819,2.980344057,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/@openzeppelin/contracts/utils/Address.sol,Address.sol,securify,solidity,2022/11/17,20230506_1224,1683375849,1.963550806,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/@openzeppelin/contracts/math/SafeMath.sol,SafeMath.sol,securify,solidity,2022/11/17,20230506_1224,1683375881,3.739727736,0,,,,
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/Exponential.sol,Exponential.sol,securify,solidity,2022/11/17,20230506_1225,1683375955,3.548638105,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/InterestRateModel.sol,InterestRateModel.sol,securify,solidity,2022/11/17,20230506_1225,1683375945,2.821088791,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/@openzeppelin/contracts/access/Ownable.sol,Ownable.sol,securify,solidity,2022/11/17,20230506_1225,1683375916,1.943069458,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/ErrorReporter.sol,ErrorReporter.sol,securify,solidity,2022/11/17,20230506_1226,1683375984,4.317214012,0,,,,
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/CarefulMath.sol,CarefulMath.sol,securify,solidity,2022/11/17,20230506_1236,1683376621,3.384568214,0,,,,
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/EIP20NonStandardInterface.sol,EIP20NonStandardInterface.sol,securify,solidity,2022/11/17,20230506_1236,1683376580,2.459991932,0,,,,
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/Unitroller.sol,Unitroller.sol,securify,solidity,2022/11/17,20230506_1236,1683376592,2.091387749,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/CTokenInterfaces.sol,CTokenInterfaces.sol,securify,solidity,2022/11/17,20230506_1237,1683376650,1.46642518,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/EIP20Interface.sol,EIP20Interface.sol,securify,solidity,2022/11/17,20230506_1237,1683376678,4.214535236,0,,,,
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/CToken.sol,CToken.sol,securify,solidity,2022/11/17,20230506_1238,1683376727,1.431286573,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/ComptrollerInterface.sol,ComptrollerInterface.sol,securify,solidity,2022/11/17,20230506_1238,1683376717,3.433345318,0,,,,
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/PriceOracle.sol,PriceOracle.sol,securify,solidity,2022/11/17,20230506_1238,1683376689,3.093684673,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x67B66C99D3Eb37Fa76Aa3Ed1ff33E8e39F0b9c7A/0x67B66C99D3Eb37Fa76Aa3Ed1ff33E8e39F0b9c7A.sol,0x67B66C99D3Eb37Fa76Aa3Ed1ff33E8e39F0b9c7A.sol,securify,solidity,2022/11/17,20230506_1239,1683376794,3.161479712,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x3d5BC3c8d13dcB8bF317092d84783c2697AE9258/contracts/ComptrollerStorage.sol,ComptrollerStorage.sol,securify,solidity,2022/11/17,20230506_1239,1683376764,3.739873409,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x4BAa77013ccD6705ab0522853cB0E9d453579Dd4/contracts/InterestRateModel.sol,InterestRateModel.sol,securify,solidity,2022/11/17,20230506_1240,1683376859,2.036869287,0,,,,
victim_dataset/0x4BAa77013ccD6705ab0522853cB0E9d453579Dd4/contracts/CErc20Delegator.sol,CErc20Delegator.sol,securify,solidity,2022/11/17,20230506_1241,1683376870,2.243641853,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x4BAa77013ccD6705ab0522853cB0E9d453579Dd4/contracts/CTokenInterfaces.sol,CTokenInterfaces.sol,securify,solidity,2022/11/17,20230506_1241,1683376899,1.621237755,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x4BAa77013ccD6705ab0522853cB0E9d453579Dd4/contracts/ComptrollerInterface.sol,ComptrollerInterface.sol,securify,solidity,2022/11/17,20230506_1242,1683376927,2.894399643,0,,,,
victim_dataset/0xD06527D5e56A3495252A528C4987003b712860eE/contracts/ErrorReporter.sol,ErrorReporter.sol,securify,solidity,2022/11/17,20230506_1242,1683376976,2.015626907,0,,,,
victim_dataset/0xD06527D5e56A3495252A528C4987003b712860eE/contracts/Exponential.sol,Exponential.sol,securify,solidity,2022/11/17,20230506_1242,1683376948,3.450901985,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0xD06527D5e56A3495252A528C4987003b712860eE/contracts/InterestRateModel.sol,InterestRateModel.sol,securify,solidity,2022/11/17,20230506_1242,1683376937,1.802511454,0,,,,
victim_dataset/0xD06527D5e56A3495252A528C4987003b712860eE/contracts/EIP20NonStandardInterface.sol,EIP20NonStandardInterface.sol,securify,solidity,2022/11/17,20230506_1252,1683377574,2.520584583,0,,,,
victim_dataset/0xD06527D5e56A3495252A528C4987003b712860eE/contracts/CTokenInterfaces.sol,CTokenInterfaces.sol,securify,solidity,2022/11/17,20230506_1253,1683377622,1.520500183,1,,analysis incomplete,,exception (java.io.IOException)
